<戰嵐鱗鱷>,修羅級玉旭之巔
<控軍機人>,修羅級五鷹閣
<斬魄影刃>,修羅級破滅之源
<斯芬克斯銅像>,修羅級神王金字塔
<時之天守>,修羅級無限鬥界
<時幻‧五族龍帝>,修羅級無限鬥界
<時幻‧四殿霸將>,修羅級無限鬥界
<時幻‧武神超體>,修羅級無限鬥界
<時業魔王‧卡馬>,修羅級無限鬥界
<松齡聖龜>,七寶仙境,七寶仙境　壹
<查拉欽>,【修羅級】『飛昇大廳』頂樓,真七寶仙境　貳
<業之觀者>,修羅級無限鬥界
<業障僧者>,修羅級無限鬥界
<業障劍者>,修羅級無限鬥界
<業障勇衛>,修羅級無限鬥界
<業障術士>,修羅級無限鬥界
<業障道者>,修羅級無限鬥界
<機關鐵衛>,修羅級五鷹閣
<步天敖犬>,七寶仙境,七寶仙境　壹
<永劫‧修羅魔君>,修羅級無限鬥界
<永劫‧北荒狼王>,修羅級無限鬥界
<永劫‧地獄邪帝>,修羅級無限鬥界
<永劫‧天鬼神羅>,修羅級無限鬥界
<永劫‧東鬼太閣>,修羅級無限鬥界
<永劫‧業火邪神>,修羅級無限鬥界
<永劫‧無界閻羅>,修羅級無限鬥界
<永劫‧神魔非我>,修羅級無限鬥界
<永劫‧萬世武皇>,修羅級無限鬥界
<洛基>,修羅級俠隱樓
<浸幽木乃伊>,修羅級神王金字塔
<火燼反譯機虎>,修羅級蛇眼城
<焚旱樹人>,修羅級玉旭之巔
<無瑕機人>,修羅級五鷹閣
<無限‧檮杌>,修羅級無限鬥界
<無限‧混沌>,修羅級無限鬥界
<無限‧窮奇>,修羅級無限鬥界
<無限‧饕餮>,修羅級無限鬥界
<無限之土>,『飛昇大廳』第三層,真七寶仙境　貳
<無限之水>,『飛昇大廳』第二層,真七寶仙境　貳
<無限之火>,『飛昇大廳』第二層,真七寶仙境　貳
<無限之風>,『飛昇大廳』第三層,真七寶仙境　貳
<焦灼火蝸>,修羅級玉旭之巔
<煉獄淑女>,【修羅級】『神臨之地』第一、二、三層,修羅級神臨之地
<熾火真帝靈>,【修羅級】『飛昇大廳』第二、三層,真七寶仙境　貳
<狂怒之魔>,【修羅級】『神臨之地』第二層 ( 左邊 ),修羅級神臨之地
<王都精兵BHZ>,修羅級蛇眼城
<王都精兵BJL>,修羅級蛇眼城
<王都精兵FLM>,修羅級蛇眼城
<王都精兵GSW>,修羅級蛇眼城
<王都精兵HLS>,修羅級蛇眼城
<王都精兵RYU>,修羅級蛇眼城
<界之聖護>,修羅級無限鬥界
<百殤牛鬼>,修羅級破滅之源
<真‧檮杌>,【修羅級】『九宵天樓』第三層,修羅級九霄天樓
<真‧混沌>,【修羅級】『九宵天樓』第三層,修羅級九霄天樓
<真‧窮奇>,【修羅級】『九宵天樓』第三層,修羅級九霄天樓
<真‧饕餮>,【修羅級】『九宵天樓』第三層,修羅級九霄天樓
<真知四聖武皇>,【修羅級】『飛昇大廳』頂層,真七寶仙境　貳
<真知太聖衛>,【修羅級】『飛昇大廳』第一、二層,真七寶仙境　貳
<神御輝鎧駝>,【修羅級】『飛昇大廳』第一、二層,真七寶仙境　貳
<禍國九尾狐>,修羅級黃龍秘殿
<符公無忌>,修羅級俠隱樓
<符兵．寒冰>,修羅級俠隱樓
<符兵．烈火>,修羅級俠隱樓
<米諾陶勒斯>,【修羅級】『神臨之地』第一、二、三層,修羅級神臨之地
<約頓赫冰狼>,修羅級俠隱樓
<約頓赫山怪>,修羅級俠隱樓
<紫兇豬魂>,【修羅級】『九宵天樓』第二層,修羅級九霄天樓
<紫荊千戶將>,修羅級俠隱樓
<紫荊親衛軍>,修羅級俠隱樓
<紫荊鐵血隊>,修羅級俠隱樓
<終末巨龍>,【修羅級】『神臨之地』第三層,修羅級神臨之地
<老樹精>,不老峰、瀰煙山道,瀰煙山道,掩月松林
<聖帝君士坦汀>,【修羅級】『神臨之地』第一層,修羅級神臨之地
<艾姆謝特>,修羅級神王金字塔
<艾濟鋼鎧蠍>,修羅級神王金字塔
<荒水真帝靈>,【修羅級】『飛昇大廳』第二、三層,真七寶仙境　貳
<萬曆星將>,七寶仙境,七寶仙境　壹
<萬神殿烈士>,修羅級俠隱樓
<萬神殿絕弓>,修羅級俠隱樓
<萬神殿鐵鬚>,修羅級俠隱樓
<蒼真劍聖>,【修羅級】『九宵天樓』第一層,修羅級九霄天樓
<虛座右屠尊>,修羅級破滅之源
<虛座太兇王>,修羅級破滅之源
<虛座左獄尊>,修羅級破滅之源
<虛座魔劍臣>,修羅級破滅之源
<虛座黑血虎>,修羅級破滅之源
<虛意化劍宗>,修羅級黃龍秘殿
<虛意化武宗>,修羅級黃龍秘殿
<虛意化禪宗>,修羅級黃龍秘殿
<虛意化術宗>,修羅級黃龍秘殿
<虛意化道宗>,修羅級黃龍秘殿
<虛空主宰>,修羅級破滅之源
<虛空布道使>,修羅級黃龍秘殿
<虛空爬行者>,修羅級神王金字塔
<虛空誅異使>,修羅級黃龍秘殿
<虛還大秦始皇帝>,修羅級黃龍秘殿
<衛閣妖蛾>,修羅級五鷹閣
<衛閣捍領>,修羅級五鷹閣
<衛閣精銳>,修羅級五鷹閣
<衛閣虎騎>,修羅級五鷹閣
<衛閣豹騎>,修羅級五鷹閣
<衝靈晶蟾>,修羅級破滅之源
<裂土真帝靈>,【修羅級】『飛昇大廳』第三層,真七寶仙境　貳
<複製宮國將軍>,修羅級蛇眼城
<貪慾之魔>,【修羅級】『神臨之地』第二層 ( 左邊 ),修羅級神臨之地
<賽特>,修羅級神王金字塔
<赤怒豬妖>,【修羅級】『九宵天樓』第二層,修羅級九霄天樓
<赤煉祖魂>,修羅級玉旭之巔
<軫瑯王．辰紫荊>,修羅級俠隱樓
<迎風羽蛇>,修羅級玉旭之巔
<迴天九翼蝶>,【修羅級】『九宵天樓』第三層,修羅級九霄天樓
<遮天女羅>,修羅級破滅之源
<邪甲幽蛛妃>,修羅級神王金字塔
<重火力．第六代>,修羅級蛇眼城
<金冑聖象衛>,【修羅級】『飛昇大廳』第三層,真七寶仙境　貳
<鋼甲赫者>,修羅級破滅之源
<錦袍仙丞>,【修羅級】『九宵天樓』第三層,修羅級九霄天樓
<雲蛟巨將>,【修羅級】『九宵天樓』第三層,修羅級九霄天樓
<霧隱忍武>,七寶仙境,七寶仙境　壹
<青面豬妖>,【修羅級】『九宵天樓』第二層,修羅級九霄天樓
<風中蟾蜍>,修羅級玉旭之巔
<風花雪貍>,修羅級玉旭之巔
<飛狼>,修羅級玉旭之巔
<高天幽翼>,修羅級破滅之源
<高端複製弓兵>,修羅級蛇眼城
<高端複製步兵>,修羅級蛇眼城
<高端複製策士>,修羅級蛇眼城
<鬥戰聖徒孫>,【修羅級】『九宵天樓』第二層,修羅級九霄天樓
<鬼界魔獅將>,修羅級魔君天都
<魔帝君士坦汀>,修羅級神臨之地
<黃龍天鋒尉>,修羅級黃龍秘殿
<黃龍悍衝車>,修羅級黃龍秘殿
<黃龍蒼刃尉>,修羅級黃龍秘殿
<黃龍黑虎騎>,修羅級黃龍秘殿
<黑后親衛武姬>,修羅級神王金字塔
[三途棺差],三途之都、恨生不歸途、枉死之城,恨生不歸途、三途之都、枉死之城
[九尾狐],半天岩、瀰煙山道【戌時-卯時擊殺百草狐郎中】機率現身
[仙露花精],七寶仙境,七寶仙境　壹
[來世象尊],七寶仙境,七寶仙境　壹
[傘鬼],八荒古墳、葉隱蒼林、長野沙濱,長野沙濱、八荒古墓
[兔仙人],桃花林、東方(50.125、186.123)、西方、掩月松林【擊殺飛毛兔、搗藥兔】機率現身
[冰執鐮鼬],內崎埠原、十律原樹海、外崎埠原,十津原樹海、內崎埠原、外崎埠原
[冰蕈傘人],蕈菇林東方、晶湖水道
[劍刺傘鬼],八荒古墳,八荒古墓
[千年樹精],千佛遺跡東側,葬日沼澤、葬日沼澤北方、千佛遺跡東側
[千年花精],亂藤林南方、葬日沼澤北方
[千年蔘精],不老峰、掩月松林【擊殺千年樹精】機率現身
[千年蟾蜍精],百妖穴第二層
[千年靈芝精],不老峰、掩月松林【擊殺千年樹精】機率現身
[半身虎人],黃塵荒漠、聖域之門、飛簷頂徑
[叢林野象],千佛遺跡西側
[吸血殭屍],猛鬼窟第二層、萬人塚第三層
[問頂仙龍],七寶仙境,七寶仙境　壹
[嘯地巨犀],地下水道、晶湖水道
[嘯地幼犀],蕈菇林東方、晶湖水道
[嘯狂之風],清教院街、波斯西市、飛簷頂徑
[地煞],神兵塚
[天山巨猿],天山冰池
[天山食人虎],天山冰池
[天狗],十律原樹海、天照不二峰、葉隱蒼林,天照不二峰
[女王蜂],桃花林、桃花林西方、桃花林南方
[妙捷跳鼠],七寶仙境,七寶仙境　壹
[密林妖禽],千佛遺跡東側、千佛遺跡西側
[將軍俑],古皇陵第三層
[岩羅角獸],七寶仙境,七寶仙境　壹
[巨憾之土],清教院街、波斯西市
[巨禿鷹],塔干沙漠南方、塔干沙漠東方、樓蘭遺址、火焰山、萬佛窟,塔干沙漠東方、塔干沙漠西方
[巨錘猴精],千佛遺跡東側、千佛遺跡西側
[幻月銀狼],七寶仙境,七寶仙境　壹
[幽谷翔龍],大梵聖湖、懸空仙嶺、登天棧道、青藏高原,登天棧道、懸空仙嶺、青藏高原、大梵聖湖
[怒雪麒麟],怒雪修煉場
[惡鬼],內崎埠原、八荒古墳,八荒古墓、內崎埠原
[拔山象妖],摩羅國境、菩提聖原,摩羅國境
[拘魂白無常],九曲邪徑、悲歡渡口、永劫刑場,悲歡渡口、永劫刑場、九曲邪徑
[提刑黑無常],九曲邪徑、悲歡渡口、永劫刑場,悲歡渡口、永劫刑場、九曲邪徑
[晶石怪],侏人部落、晶湖水道
[松齡聖龜],七寶仙境,七寶仙境　壹
[步天敖犬],七寶仙境,七寶仙境　壹
[毒蕈傘人],蕈菇林東方、晶湖水道
[沼地巨蛇],千佛遺跡東側、千佛遺跡西側,千佛遺跡西側
[激雷鐮鼬],天照不二峰、神室關所、葉隱蒼林、長野沙濱,長野沙濱、葉隱蒼林、天照不二峰
[火蕈傘人],蕈菇林東方、晶湖水道
[火雲麒麟],烈火修煉場
[焚怒之火],飛簷頂徑、波斯西市、法誡參道
[熊武者],不老峰、桃花林西方（戌時-卯時）
[獵鷹],塞北草原、呼倫草原、貝爾草原
[疾風戰士],呼倫草原、貝爾草原、大汗陵墓
[白靈石獅],三途之都、恨生不歸途、枉死之城,恨生不歸途、三途之都、枉死之城
[白骨精],猛鬼窟第二層、萬人塚第二層
[神行跳鼠],塔干沙漠西方、萬佛窟
[索命牛頭],九曲邪徑、寒愴冰獄,九曲邪徑
[草原戰士],呼倫草原、貝爾草原、大汗陵墓
[萬曆星將],七寶仙境,七寶仙境　壹
[藏地氂牛],懸空仙嶺、登天棧道、青藏高原,登天棧道、懸空仙嶺、青藏高原
[虎霸王],掩月松林（戌時-卯時）
[蛇魔女],盤蛇洞
[蜘蛛精],百妖穴第一層、百妖穴第二層
[蠱毒麒麟],瘴癘修煉場
[血瘤眼],三途之都、恨生不歸途,恨生不歸途、三途之都
[輪迴外邪],大梵聖湖、懸空仙嶺、萬岳聖峰、青藏高原、香格里拉聖路,懸空仙嶺、青藏高原、大梵聖湖、萬岳聖峰
[追魂馬面],九曲邪徑、奈落紅川、荒禍殘墟,九曲邪徑
[銅石龜],樓蘭遺址（213、15--144、15)
[隱者狸仙],桃花林、桃花林東方【擊殺小妖狸、妖狸射手】機率現身
[雪峰野人],懸空仙嶺、登天棧道、青藏高原,登天棧道、懸空仙嶺、青藏高原
[霧隱忍武],七寶仙境,七寶仙境　壹
[飛毛跳鼠],塔干沙漠東方、塔干沙漠西方、樓蘭遺址、萬佛窟,塔干沙漠東方、塔干沙漠西方
[駱駝],黃塵荒漠、聖域之門
[騰湧之水],飛簷頂徑、波斯西市、法誡參道
[鬼河童],十律原樹海、天照不二峰、葉隱蒼林,葉隱蒼林
[魅亂傘鬼],內崎埠原、十律原樹海、外崎埠原,內崎埠原
[鳳凰],棲鳳崖
[鴉天狗],八荒古墳、天照不二峰,八荒古墓、天照不二峰
[黑天妖魔],火焰山、萬佛窟,萬佛窟
[黑豹],亂石林、黑城遺跡
{力士俑},皇陵密室,古皇陵密室
{千面狐},不老峰、瀰煙山道 (晚上出沒),瀰煙山道,半天岩,不老峰
{桃花兵蜂},桃花林、桃花林東方、桃花林西方16.83、桃花林南方182.52,桃花林西方,桃花林南方
{水鬼},桃花林東方、桃花林西方,桃花林東方,桃花林西方
{洛基},獨鬥級俠隱樓
{火妖},不老峰,桃花林南方
{百草狐郎中},不老峰、瀰煙山道、半天岩（晚上）,瀰煙山道,半天岩
{石怪},不老峰
{符公無忌},獨鬥級俠隱樓
{符兵．寒冰},獨鬥級俠隱樓
{符兵．烈火},獨鬥級俠隱樓
{約頓赫冰狼},獨鬥級俠隱樓
{約頓赫山怪},獨鬥級俠隱樓
{紫荊千戶將},獨鬥級俠隱樓
{紫荊親衛軍},獨鬥級俠隱樓
{紫荊鐵血隊},獨鬥級俠隱樓
{老樹精},不老峰、瀰煙山道,瀰煙山道,掩月松林
{萬神殿烈士},獨鬥級俠隱樓
{萬神殿絕弓},獨鬥級俠隱樓
{萬神殿鐵鬚},獨鬥級俠隱樓
{軫瑯王．辰紫荊},獨鬥級俠隱樓
⊕仙露花精⊕,極七寶仙境,極七寶仙境　壹
⊕來世象尊⊕,極七寶仙境,極七寶仙境　壹
⊕問頂仙龍⊕,極七寶仙境,極七寶仙境　壹
⊕妙捷跳鼠⊕,極七寶仙境,極七寶仙境　壹
⊕岩羅角獸⊕,極七寶仙境,極七寶仙境　壹
⊕幻月銀狼⊕,極七寶仙境,極七寶仙境　壹
⊕松齡聖龜⊕,極七寶仙境,極七寶仙境　壹
⊕步天敖犬⊕,極七寶仙境,極七寶仙境　壹
⊕萬曆星將⊕,極七寶仙境,極七寶仙境　壹
⊕霧隱忍武⊕,極七寶仙境,極七寶仙境　壹
▓仙露花精▓,絕七寶仙境　參
▓來世象尊▓,絕七寶仙境　參
▓問頂仙龍▓,絕七寶仙境　參
▓妙捷跳鼠▓,絕七寶仙境　參
▓岩羅角獸▓,絕七寶仙境　參
▓幻月銀狼▓,絕七寶仙境　參
▓松齡聖龜▓,絕七寶仙境　參
▓步天敖犬▓,絕七寶仙境　參
▓萬曆星將▓,絕七寶仙境　參
▓霧隱忍武▓,絕七寶仙境　參
○仙露花精○,超七寶仙境,超七寶仙境　壹
○來世象尊○,超七寶仙境,超七寶仙境　壹
○問頂仙龍○,超七寶仙境,超七寶仙境　壹
○妙捷跳鼠○,超七寶仙境,超七寶仙境　壹
○岩羅角獸○,超七寶仙境,超七寶仙境　壹
○幻月銀狼○,超七寶仙境,超七寶仙境　壹
○松齡聖龜○,超七寶仙境,超七寶仙境　壹
○步天敖犬○,超七寶仙境,超七寶仙境　壹
○萬曆星將○,超七寶仙境,超七寶仙境　壹
○霧隱忍武○,超七寶仙境,超七寶仙境　壹
◎仙露花精◎,超七寶仙境,超七寶仙境　壹
◎來世象尊◎,超七寶仙境,超七寶仙境　壹
◎問頂仙龍◎,超七寶仙境,超七寶仙境　壹
◎妙捷跳鼠◎,超七寶仙境,超七寶仙境　壹
◎岩羅角獸◎,超七寶仙境,超七寶仙境　壹
◎幻月銀狼◎,超七寶仙境,超七寶仙境　壹
◎松齡聖龜◎,超七寶仙境,超七寶仙境　壹
◎步天敖犬◎,超七寶仙境,超七寶仙境　壹
◎萬曆星將◎,超七寶仙境,超七寶仙境　壹
◎霧隱忍武◎,超七寶仙境,超七寶仙境　壹
●仙露花精●,超七寶仙境,超七寶仙境　壹
●來世象尊●,超七寶仙境,超七寶仙境　壹
●問頂仙龍●,超七寶仙境,超七寶仙境　壹
●妙捷跳鼠●,超七寶仙境,超七寶仙境　壹
●岩羅角獸●,超七寶仙境,超七寶仙境　壹
●幻月銀狼●,超七寶仙境,超七寶仙境　壹
●松齡聖龜●,超七寶仙境,超七寶仙境　壹
●步天敖犬●,超七寶仙境,超七寶仙境　壹
●萬曆星將●,超七寶仙境,超七寶仙境　壹
●霧隱忍武●,超七寶仙境,超七寶仙境　壹
◢仙露花精◣,絕七寶仙境,絕七寶仙境　參
◢來世象尊◣,絕七寶仙境,絕七寶仙境　參
◢問頂仙龍◣,絕七寶仙境,絕七寶仙境　參
◢妙捷跳鼠◣,絕七寶仙境,絕七寶仙境　參
◢岩羅角獸◣,絕七寶仙境,絕七寶仙境　參
◢幻月銀狼◣,絕七寶仙境,絕七寶仙境　參
◢松齡聖龜◣,絕七寶仙境,絕七寶仙境　參
◢步天敖犬◣,絕七寶仙境,絕七寶仙境　參
◢萬曆星將◣,絕七寶仙境,絕七寶仙境　參
◢霧隱忍武◣,絕七寶仙境,絕七寶仙境　參
◥仙露花精◤,絕七寶仙境,絕七寶仙境　參
◥來世象尊◤,絕七寶仙境,絕七寶仙境　參
◥問頂仙龍◤,絕七寶仙境,絕七寶仙境　參
◥妙捷跳鼠◤,絕七寶仙境,絕七寶仙境　參
◥岩羅角獸◤,絕七寶仙境,絕七寶仙境　參
◥幻月銀狼◤,絕七寶仙境,絕七寶仙境　參
◥松齡聖龜◤,絕七寶仙境,絕七寶仙境　參
◥步天敖犬◤,絕七寶仙境,絕七寶仙境　參
◥萬曆星將◤,絕七寶仙境,絕七寶仙境　參
◥霧隱忍武◤,絕七寶仙境,絕七寶仙境　參
★仙露花精★,極七寶仙境,極七寶仙境　壹
★來世象尊★,極七寶仙境,極七寶仙境　壹
★問頂仙龍★,極七寶仙境,極七寶仙境　壹
★妙捷跳鼠★,極七寶仙境,極七寶仙境　壹
★岩羅角獸★,極七寶仙境,極七寶仙境　壹
★幻月銀狼★,極七寶仙境,極七寶仙境　壹
★松齡聖龜★,極七寶仙境,極七寶仙境　壹
★步天敖犬★,極七寶仙境,極七寶仙境　壹
★萬曆星將★,極七寶仙境,極七寶仙境　壹
★霧隱忍武★,極七寶仙境,極七寶仙境　壹
☆仙露花精☆,極七寶仙境,極七寶仙境　壹
☆來世象尊☆,極七寶仙境,極七寶仙境　壹
☆問頂仙龍☆,極七寶仙境,極七寶仙境　壹
☆妙捷跳鼠☆,極七寶仙境,極七寶仙境　壹
☆岩羅角獸☆,極七寶仙境,極七寶仙境　壹
☆幻月銀狼☆,極七寶仙境,極七寶仙境　壹
☆松齡聖龜☆,極七寶仙境,極七寶仙境　壹
☆步天敖犬☆,極七寶仙境,極七寶仙境　壹
☆萬曆星將☆,極七寶仙境,極七寶仙境　壹
☆霧隱忍武☆,極七寶仙境,極七寶仙境　壹
〈仙露花精〉,真七寶仙境,真七寶仙境　壹
〈來世象尊〉,真七寶仙境,真七寶仙境　壹
〈問頂仙龍〉,真七寶仙境,真七寶仙境　壹
〈妙捷跳鼠〉,真七寶仙境,真七寶仙境　壹
〈岩羅角獸〉,真七寶仙境,真七寶仙境　壹
〈帝〉仙露花精,帝七寶仙境,帝七寶仙境　壹
〈帝〉來世象尊,帝七寶仙境,帝七寶仙境　壹
〈帝〉問頂仙龍,帝七寶仙境,帝七寶仙境　壹
〈帝〉妙捷跳鼠,帝七寶仙境,帝七寶仙境　壹
〈帝〉岩羅角獸,帝七寶仙境,帝七寶仙境　壹
〈帝〉幻月銀狼,帝七寶仙境,帝七寶仙境　壹
〈帝〉松齡聖龜,帝七寶仙境,帝七寶仙境　壹
〈帝〉步天敖犬,帝七寶仙境,帝七寶仙境　壹
〈帝〉萬曆星將,帝七寶仙境,帝七寶仙境　壹
〈帝〉霧隱忍武,帝七寶仙境,帝七寶仙境　壹
〈幻月銀狼〉,真七寶仙境,真七寶仙境　壹
〈松齡聖龜〉,真七寶仙境,真七寶仙境　壹
〈步天敖犬〉,真七寶仙境,真七寶仙境　壹
〈神〉仙露花精,神七寶仙境,神七寶仙境　壹
〈神〉來世象尊,神七寶仙境,神七寶仙境　壹
〈神〉問頂仙龍,神七寶仙境,神七寶仙境　壹
〈神〉妙捷跳鼠,神七寶仙境,神七寶仙境　壹
〈神〉岩羅角獸,神七寶仙境,神七寶仙境　壹
〈神〉幻月銀狼,神七寶仙境,神七寶仙境　壹
〈神〉松齡聖龜,神七寶仙境,神七寶仙境　壹
〈神〉步天敖犬,神七寶仙境,神七寶仙境　壹
〈神〉萬曆星將,神七寶仙境,神七寶仙境　壹
〈神〉霧隱忍武,神七寶仙境,神七寶仙境　壹
〈萬曆星將〉,真七寶仙境,真七寶仙境　壹
〈霧隱忍武〉,真七寶仙境,真七寶仙境　壹
《仙露花精》,真七寶仙境,真七寶仙境　壹
《來世象尊》,真七寶仙境,真七寶仙境　壹
《問頂仙龍》,真七寶仙境,真七寶仙境　壹
《妙捷跳鼠》,真七寶仙境,真七寶仙境　壹
《岩羅角獸》,真七寶仙境,真七寶仙境　壹
《帝》仙露花精,帝七寶仙境,帝七寶仙境　壹
《帝》來世象尊,帝七寶仙境,帝七寶仙境　壹
《帝》問頂仙龍,帝七寶仙境,帝七寶仙境　壹
《帝》妙捷跳鼠,帝七寶仙境,帝七寶仙境　壹
《帝》岩羅角獸,帝七寶仙境,帝七寶仙境　壹
《帝》幻月銀狼,帝七寶仙境,帝七寶仙境　壹
《帝》松齡聖龜,帝七寶仙境,帝七寶仙境　壹
《帝》步天敖犬,帝七寶仙境,帝七寶仙境　壹
《帝》萬曆星將,帝七寶仙境,帝七寶仙境　壹
《帝》霧隱忍武,帝七寶仙境,帝七寶仙境　壹
《幻月銀狼》,真七寶仙境,真七寶仙境　壹
《松齡聖龜》,真七寶仙境,真七寶仙境　壹
《步天敖犬》,真七寶仙境,真七寶仙境　壹
《神》仙露花精,神七寶仙境,神七寶仙境　壹
《神》來世象尊,神七寶仙境,神七寶仙境　壹
《神》問頂仙龍,神七寶仙境,神七寶仙境　壹
《神》妙捷跳鼠,神七寶仙境,神七寶仙境　壹
《神》岩羅角獸,神七寶仙境,神七寶仙境　壹
《神》幻月銀狼,神七寶仙境,神七寶仙境　壹
《神》松齡聖龜,神七寶仙境,神七寶仙境　壹
《神》步天敖犬,神七寶仙境,神七寶仙境　壹
《神》萬曆星將,神七寶仙境,神七寶仙境　壹
《神》霧隱忍武,神七寶仙境,神七寶仙境　壹
《萬曆星將》,真七寶仙境,真七寶仙境　壹
《霧隱忍武》,真七寶仙境,真七寶仙境　壹
【仙露花精】,真七寶仙境,真七寶仙境　壹
【來世象尊】,真七寶仙境,真七寶仙境　壹
【問頂仙龍】,真七寶仙境,真七寶仙境　壹
【妙捷跳鼠】,真七寶仙境,真七寶仙境　壹
【岩羅角獸】,真七寶仙境,真七寶仙境　壹
【幻月銀狼】,真七寶仙境,真七寶仙境　壹
【松齡聖龜】,真七寶仙境,真七寶仙境　壹
【步天敖犬】,真七寶仙境,真七寶仙境　壹
【萬曆星將】,真七寶仙境,真七寶仙境　壹
【霧隱忍武】,真七寶仙境,真七寶仙境　壹
一杖虛導,『終末之塔』第79層
七災鬼侯,『終末之塔』第127層
三徊朽靈,虛空渦心,觀無巽宇
三徑座王鬼,觀無巽宇
三昧幼龍,玉旭之巔
